id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;Centro Verde;Aspiracion de polvo en Cv ;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;Instalación de campanas en distintos puntos de captación de polvo,de conductos y turbina para la aspiración de los polvos dispersos en aire; $14.730.027,14;8;Villa Soldati;Cnel. Martiniano Chilavert 2745;-34,656176;-58,441283;2022-08-01;2022-12-02;4;100;;;;;INGENEXA SAS;2022;Licitacion Pública;7162-1739-LPU21;30716109417;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179;Casco Historico;Humberto I ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Retiro de carpeta de rodamiento de asfalto,nivelación de sub-base,colocación  de granito ;$17.821.912;1;San Telmo;Humberto I entre Defensa y Perú;-34.620.707;-58.372.838;2022-01-03;2022-05-18;5;100;;;;;BETTON;2022;Contratación de varias empresas;;30644116863;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180;La Transformación no Para;Restauración de Monumentos: Garibaldi (Plaza Italia);Finalizada/desestimada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;;$7.500.000,00;14;Palermo;Av. Santa Fe y Thames;-34,572095;-58,413734;2022-05-02;2023-04-30;12;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181;La Transformación no Para;Restauración de Monumentos: Templete Plaza Seeber;Finalizada/desestimada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;;$7.401.429,24;14;Palermo;Av. Libertador y Av. Sarmiento;-34,574977;-58,415406;2022-05-02;2022-06-30;3;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182;La Transformación no Para;Restauración de Monumentos: Monumento Francia;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;;;14;Palermo;Levene y Av. Pueyrredon;-34,585632;-58,393516;2022-04-01;2022-04-15;15 dias;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183;La Transformación no Para;Restauración de Monumentos: Riqueza agropecuaria;Finalizada/desestimada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;;$5.320.240,00;14;Palermo;Av. Libertador y Cavia;-34,57815;-58,407912;2022-05-01;2022-04-15;1,5;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184;La Transformación no Para;Plaza Congreso: Renovación de Juegos;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$19.803.151,06;1;Monserrat;Av. Rivadavia y Av. entre Rios;-34,60923;-58,391962;2022-04-01;2022-06-30;3;100;;;;;Zona Verde;2018;Licitacion publica;8503-0787- LPU18;30715029797;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185;La Transformación no Para;Plaza Canadá : Parquización;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$12.112.748,77;1;Retiro;San Martiny  Av. Antartida  Argentina;-34,59038;-58,370998;2022-04-01;2022-06-17;1,5;100;;;;;Zona Verde;2018;Licitacion publica;8503-0787- LPU18;30715029797;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186;La Transformación no Para;Planetario: Renovación de luminarias (recambio 360 placas led);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$6.200.000,00;14;Palermo;Av. Sarmiento y Roldan;-34,571102;-58,411547";20/4/2022;30/5/2022;2;100;;;;;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A.  CAPIME TECNOLOGÍA S.A.  UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1187;La Transformación no Para;Eje Retiro: Iluminación Plaza San Martín;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$1.200.000,00;1;Retiro;Av. Libertador y San Martin;-34,593,564;"-58,""373846";10/4/2022;30/5/2022;2;100;;;;;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A.  CAPIME TECNOLOGÍA S.A.  UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1188;La Transformación no Para;Florida/Perú: Puesta en valor;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$40.000.000,00;1;Monserrat;;;;15/4/2022;15/6/2022;3;100;;;;;avances ambientales;2023;Contratacion; 7162-1572- LPU21;30716098350;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189;La Transformación no Para;Esquinas Microcentro (incluye Reconquista);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$20.000.000,00;1;Monserrat;;;;22/3/2022;30/6/2022;4;100;;;;;avances ambientales;2023;Contratacion; 7162-1572- LPU22;30716098350;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;La Transformación no Para;Plaza  Italia: Puesta en valor ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;;14;Palermo;Av. Santa Fe y Thames;-34,572,095;-58,413,734;10/4/2022;30/6/2022;2;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191;La Transformación no Para;Parque Tres de Febrero: Iluminacion;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;;$10.557.143,00;14;Palermo;Av. Infanta Isabel y Av. Iraola;-34,572,095;"-58,""413734";20/4/2022;30/5/2022;2;100;;;;;"MANTELECTRIC I.C.I.S.A. / ALUMINI ENGENHARIA S.A.  CAPIME TECNOLOGÍA S.A.  UNION TRANSITORIA / AUTOTROL S.A.C.I.A.F.E.I. -"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1192;La Transformación no Para;Puente de la Mujer;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Armado de andamios en estructura central,pintura del casco del puente,desvastado de mástil y pintura;$160.736.591;1;Puerto Madero ;Juana Manuela Gorriti 951;-34.608.148;-58.366.089;31/3/2022;19/12/2022;8;100;;;;;Logistical;2022;Contratación de varias empresas;8811-0078-LPU21;30710573030;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1193;La Transformación no Para;Paso bajo nivel Luis Maria Campos;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Reparacion de veredas,hidroarenado y pintura;;14;Palermo;Luis M. Campos;;;28/3/2022;20/5/2022;2;100;;;;;Grupo Varsovia;;;;30711399336;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194;La Transformación no Para;Puente Bulnes;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Reparacion,hidroarenado y pintura de tablero;;5;Almagro;Bulnes 192 ;;;4/4/2022;4/5/2022;1;100;;;;;LA MANTOVANA DE SERVICIOS GENERALES S.A;;;;30696051816;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1195;La Transformación no Para;Puente Mario Bravo;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Reparacion,hidroarenado y pintura de tablero;;3;Balvanera;;;;11/4/2022;6/6/2022;1,5;100;;;;;LA MANTOVANA DE SERVICIOS GENERALES S.A;;;;30696051816;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196;La Transformación no Para;Puente Billinghurst;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Reparacion,hidroarenado y pintura de tablero;;3;Balvanera;Billinghurst 200;;;18/4/2022;6/6/2022;1;100;;;;;LA MANTOVANA DE SERVICIOS GENERALES S.A;;;;30696051816;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197;La Transformación no Para;Plaza del Congreso;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$30.330.989;1;Monserrat;Av. Rivadavia y Av. entre Ríos;;;18/4/2022;17/6/2022;2;100;;;;;SEOB;2022;Contratación de varias empresas;;33692849979;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1198;La Transformación no Para;Plaza Canadá ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$10.519.776;1;Retiro;Av. Antártida Argetina y San Martín;;;6/4/2022;23/6/2022;2,5;100;;;;;URBASER;2018;Licitacion publica;8503-0787- LPU18;30715029797;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199;La Transformación no Para;Plaza Dante;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$5.046.647;2;Recoleta;Av. Alvear y Av. Pueyrredón;;;30/4/2022;22/5/2022;1;100;;;;;NAKU;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;La Transformación no Para;Boulevard Amancio Alcorta;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$25.632.834;4;Parque Patricios;;;;21/3/2022;17/6/2022;2;100;;;;;AVINCO/ CONSTRUMEX;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201;La Transformación no Para;Plaza Nicaragua;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$5.584.370;4;Parque Patricios;Nicaragua y Godoy Cruz;;;21/3/2022;12/5/2022;1,5;100;;;;;MIAVASA;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1202;La Transformación no Para;Plaza de los Derechos del Hombre,Plaza Delfo Cabrera y Shakespeare;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$7.110.271;10;Villa Luro;Av. Juan Bautista Justo e Irigoyen;;;21/3/2022;23/5/2022;2;100;;;;;SACH;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1203;La Transformación no Para;Plaza Vaccareza;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;$8.881.726;10;Villa Luro;Amancio Alcorta y Romero;;;28/3/2022;2/5/2022;1;100;;;;;G. VARSOVIA;2022;Contratación de varias empresas;;30711399336;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1204;La Transformación no Para;Hospital Borda;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;;4;Barracas;Ramon Carrillo y Brandsen;;;22/3/2022;17/6/2022;1;100;;;;;AVINCO;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205;La Transformación no Para;Hospital Muñiz;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;;4;Parque Patricios;Monastero y Uspallata;;;17/3/2022;16/5/2022;1;100;;;;;DEJESUS;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1206;La Transformación no Para;Hospital Moyano ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;;4;Barracas;Av. Suarez;;;21/3/2022;24/5/2022;1;100;;;;;MARCALBA;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1207;La Transformación no Para;Policlínico Bancario;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;;6;Caballito;Donato Alvarez y Gaona;;;28/3/2022;13/6/2022;2;100;;;;;NAKU;;;;30575292174;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1208;La Transformación no Para;Cementerio de la Chacarita;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Plan Veredas;;15;Paternal;Av. Guzman 680;;;22/3/2022;16/6/2022;1;100;;;;;MIAVASA;;;;30677303863;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1209;La Transformación no Para;MTB Juan B. Justo;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Pintura de cordones,bordes de rampas,islas y botazos;;15;Paternal;Estaciones entre Liniers y Juan B Justo;;;21/3/2022;2/5/2022;2;100;;;;;S.E.S.;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1210;La Transformación no Para;Cildañez;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Limpieza. Retiro de sedimentos;$31.950.924,50;10;Mataderos;Cuenca Matanza-Riachuelo;;;22/3/2022;30/4/2022;1;100;;;;;SACH-ALEMARSA Y RECONSTRUCCIÓN DE CAÑOS;2022;Licitacion publica;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1211;Nodos Camino de Sirga;Nodos Camino de Sirga;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Vias Peatonales;$52.276.718,96;4;Cuenca Matanza- Riachuelo;incluye territorios de catorce municipios provinciales junto a las comunas 4,7,8 y 9 de CABA ;;;11/4/2022;30/9/2022;5,5;100;;;;;URBASER;2022;Contratacion de varias empresas;;30715029797;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212;Centro Verde;Centro verde Balbastro y De la Rosa;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;"Provisión e instalación de bocas de incendio,""sistema de bombeo y rociadores.";"$39.988.126"",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1217;La Transformación no Para;Plaza Escudero;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Veredas. 350m2 intervenidos;;12;Saavedra;Av García del Río y Melián;-34,552,655;-58.481.706;29/3/2022;9/4/2022;;100;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1218;La Transformación no Para;PBN Dorrego;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Reparación de vigas;;15;Villa Crespo;Av Dorrego 450;-34,594,711;-58,451,236;28/3/2022;31/3/2022;;100;;;;;Garbin;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219;La Transformación no Para;MTB C.T. Norte;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Pintura de cordones,bordes de rampas,islas y botazos;;13;Colegiales;Jorge Newbery,Gorostiaga,Olleros,Palpa,Aguilar,Céspedes;;;21/3/2022;31/3/2022;;100;;;;;Grupo Varsovia;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;La Transformación no Para;MTB 9 de Julio;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Pintura de cordones,bordes de rampas,islas y botazos;;1;Retiro;Santa fe,Cordoba,Obelisco Sur,Juan  D Perón;;;21/3/2022;18/4/2022;;100;;;;;L.X.;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;La Transformación no Para;MTB del bajo;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Pintura de cordones,bordes de rampas,islas,botazos y cableados.;;1;Retiro;Av Paseo Colón ;;;21/3/2022;18/4/2022;;100;;;;;La Mantovana Servicios Generales;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;La Transformación no Para;Calle Pilar;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Asfalto ;;9;Mataderos;Pilar 1100-1700;;;30/3/2022;4/4/2022;;100;;;;;INGEVIAL;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;La Transformación no Para;Calle Junin;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Asfalto ;;3;Balvanera;Junin 0-800;;;14/3/2022;4/4/2022;;100;;;;;CONSTRUMEX;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;Continuación de Formosa y Av La Plata;Formosa y Senillosa;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Pluviales;;6;Caballito;Formosa y Senillosa;-34,620,795;-58,429,494;;20/4/2022;;100;;;;;RECONSTRUCCIÓN CAÑOS;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Rodrigo Bueno;Barrio Rodrigo Bueno: Infraestructura Borde Costero;En ejecución;Hidráulica e Infraestructura;Instituto de la Vivienda;Infraestructura en el barrio histórico,tanto ejes principales (borde costero) como secundarios. Incluye red de agua,red cloacal,pluvial,electricidad,luminaria y espacio público.;552547293,3;1;La Boca;España Av. 2230;-34,622,971;-58,353,716;14/2/2022;31/8/2023;18;62,4;;;;;Miavasa;2021;Licitación Pública;LP12/21;30677303863;2665;40;Si;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;Plazas y Parques de Comuna 4;Parque Patricios Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;;16458999;4;Parque Patricios;;-34,638,653;-58,407,116;26/11/2018;6/2/2019;3;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25900.JPG;;;;INDALTEC;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;Plazas y Parques de Comuna 5;Plaza Almagro Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;;18543349;5;Almagro;;-34,605,895;-58,419,125;17/10/2018;1/1/2019;3;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25901.jpg;;;;CASA MACCHI;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-5;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;Plazas y Parques de Comuna 8;Plaza Democracia Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;;15988033;8;Villa Lugano;;-34,689,127;-5,846,344;14/11/2018;28/2/2019;2;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25902.JPG;;;;ZONA VERDE;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;Plazas y Parques de Comuna 9;Parque Alberdi Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;;20778883;9;Mataderos;;-34,660,701;-58,500,121;27/11/2018;11/3/2019;4;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25903.JPG;;;;ZONA VERDE;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1230;Plazas y Parques de Comuna 13;Parque Paseo de las Américas Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;;19199558;13;Belgrano;;-3,454,965;-58,440,387;14/11/2018;11/2/2019;3;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25904.JPG;;;;PARQUIZAR;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-13;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;Playón de Chacarita;Barrio Fraga: Infraestructura ejes principales;Finalizada;Hidráulica e Infraestructura;Instituto de la Vivienda;Infraestructura en el barrio histórico en ejes principales (Palpa y Guevara) y secundarios . Incluye red de agua,red cloacal,pluvial,electricidad,luminaria y espacio público.;128466840;15;Chacarita;Fraga Y Garcia,Teodoro;-3,458,384,621;-5,845,458,627;21/2/2022;28/10/2022;8;100;;;;;Ilubaires S.A;2019;Licitación Pública;LP57/19;30693811860;2764;25;Si;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1234;Barrio 31;Barrio 31: Baja tensión;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del Barrio 31.;53306488,16;1;Retiro;Av. Pres. Ramón Castillo 10,Buenos Aires;-34,585,404;-58,366,723;13/1/2022;30/5/2022;4;100;;;;;DASA S.A.;2021;Licitación pública;10209-0049-LPA21;30711014175;540;9;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1235;Barrio 31;Barrio 31: Baja tensión ;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;Construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del Barrio 31.;;1;Retiro;Av. Pres. Ramón Castillo 10,Buenos Aires;-34,585,404;-58,366,723;7/3/2022;30/6/2022;3;100;;;;;DASA S.A.;;;;;330;9;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
